,patentCaseMetadata.applicationNumberText.value,patentCaseMetadata.applicationStatusCategory,patentCaseMetadata.applicationTypeCategory,patentCaseMetadata.businessEntityStatusCategory,patentCaseMetadata.firstInventorToFileIndicator,patentCaseMetadata.filingDate,patentCaseMetadata.applicationStatusDate,patentCaseMetadata.groupArtUnitNumber.value,patentCaseMetadata.inventionTitle.content
601,90014961,Reexam Assigned to Examiner for Determination,Re-Examination,SMALL,false,2022-02-18,2022-02-28,3993,['CLUTCH CONTROL SYSTEM']
602,17682960,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-02-28,2022-03-08,3992,['AUTOMATED ANALYSIS OF COMPLEX MATRICES USING MASS SPECTROMETER']
603,35513843,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-28,2022-03-30,2913,['Buckle']
604,35513856,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-28,2022-03-31,2913,['Watch']
605,17310552,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-20,2022-03-30,OPAP,"['SCHEDULE CALCULATION DEVICE, SCHEDULE MANAGEMENT SYSTEM, AND SCHEDULE CALCULATION METHOD']"
606,35513893,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-02-28,2022-03-31,,['Watch dial']
607,35513853,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-20,2022-04-01,2913,['Trash container']
608,17682427,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-02-28,2022-02-28,2811,['SEMICONDUCTOR DEVICE AND METHOD FOR MANUFACTURING THE SAME']
609,17675907,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-02-18,2022-02-23,3993,['PITCH TRAINING DEVICE']
610,29827327,"Application Dispatched from Preexam, Not Yet Docketed",Re-Issue,UNDISCOUNTED,Other,2022-02-18,2022-02-22,2913,['CONTROL DEVICE']
611,17587292,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-28,2022-03-14,OPAP,"['PROJECTION SYSTEM, PROJECTION SYSTEM CONTROL DEVICE, PROJECTION METHOD, AND PROGRAM']"
612,17415677,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-18,2022-03-30,OPAP,"['POWER OPTIMIZATION METHOD AND APPARATUS THEREFOR, AND PHOTOVOLTAIC DEVICE AND PHOTOVOLTAIC SYSTEM']"
613,35513824,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-18,2022-03-31,2913,['Comforterpacifier for baby']
614,35513751,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-18,2022-03-23,2913,['Padlock']
615,17684028,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-03-01,2022-03-15,3991,['Devices for Endovascular Access Through Extracorporeal Life Support Circuits']
616,17675981,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-18,2022-03-01,3993,['CRUSH-TOLERANT CONTAINER AND BLANK AND METHOD FOR FORMING THE SAME']
617,35513870,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-03-01,2022-03-31,,['Shoe']
618,35513896,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-03-01,2022-03-31,,['Shoe']
619,35513897,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-03-01,2022-03-31,,['Sole for footwear']
620,35513902,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-03-01,2022-03-31,,['Shoe']
621,17683764,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-01,2022-03-24,3991,['AIR CLEANER AND HOME APPLIANCE HAVING AIR PROCESSING UNIT']
622,17275904,Sent to Classification contractor,Utility,SMALL,true,2022-03-01,2022-03-04,,['ENERGY STIMULATION DEVICE PROVIDED WITH A STIMULATION TRANSMITTER']
623,35513767,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-18,2022-03-23,2913,['Mattress']
624,17675916,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-02-18,2022-02-18,2688,['RECORDING MEDIUM CONTROLLER AND METHOD THEREOF']
625,90014966,Determination - Reexamination Ordered,Re-Examination,UNDISCOUNTED,false,2022-02-28,2022-04-01,3992,['SYSTEM AND METHOD FOR AUGMENTED AND VIRTUAL REALITY']
626,90019064,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-03-01,2022-03-14,3992,['CONNECTIVITY FAULT MANAGEMENT (CFM) IN NETWORKS WITH LINK AGGREGATION GROUP CONNECTIONS']
627,17675811,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-02-18,2022-03-01,3992,['SYSTEMS AND METHODS FOR ENHANCED 3D MODELING OF A COMPLEX STRUCTURE']
628,17422229,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-18,2022-03-18,,['METHOD FOR MONITORING A GEARBOX DRIVEN BY AN ELECTRIC MOTOR']
629,17674319,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-02-17,2022-02-18,3992,['Electro-Optical Interconnect Platform']
630,17639681,Application Undergoing Preexam Processing,Utility,UNDISCOUNTED,Other,2022-03-02,2022-03-02,,['LUBRICATING OIL COMPOSITIONS']
631,96050003,Docketed New SE -- Ready For Examination,Re-Examination,UNDISCOUNTED,true,2022-02-17,2022-02-23,2917,['Breast Pump']
632,96000392,Docketed New SE -- Ready For Examination,Re-Examination,UNDISCOUNTED,true,2022-03-01,2022-03-08,3992,['METHOD AND APPARATUS FOR ESTIMATING TOOL TRAJECTORIES']
633,16304935,Sent to Classification contractor,Utility,SMALL,true,2022-03-02,2022-04-01,,['METHODS FOR TREATING SMARCB1 DEFICIENT CANCER OR PAZOPANIB RESISTANT CANCER']
634,17683457,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-01,2022-03-08,3993,['BLIND FASTENER SYSTEM WITH ELECTROMAGNETIC EFFECTS-PROTECTIVE COATING']
635,35513895,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-03-01,2022-03-31,,['Shoe']
636,17684785,Docketed New Case - Ready for Examination,Re-Issue,MICRO,true,2022-03-02,2022-03-03,3992,['METHOD FOR PREDICTING CALL QUALITY AND CALL QUALITY PREDICTION SERVICE APPARATUS FOR PERFORMING THE SAME']
637,17422869,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-01,2022-03-14,,['VEHICLE BODY STRUCTURE']
638,90019063,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-03-01,2022-03-14,3992,['VOLTAGE-CONTROLLED OSCILLATOR']
639,90014967,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-03-01,2022-03-02,3992,['METHODS AND APPARATUS FOR PROCESSING ERROR CONTROL MESSAGES IN A WIRELESS COMMUNICATION SYSTEM']
640,35513850,"Application Dispatched from Preexam, Not Yet Docketed",Design,SMALL,true,2022-03-01,2022-04-01,2913,['Hair drier']
641,35513855,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-03-01,2022-03-18,2913,['Display screen with animated graphical user interface']
642,17415727,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-02,2022-03-10,,['METHOD FOR OPERATING A HEAT PUMP OF AN ELECTRIC MOTOR VEHICLE']
643,17685202,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-03-02,2022-03-16,3991,['MUSCULOSKELETAL STEM CELL AND MEDIUM FOR INDUCING DIFFERENTIATION OF MUSCULOSKELETAL STEM CELL']
644,35513900,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-03-03,2022-03-31,,['Kitchen scale']
645,90019065,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-03-02,2022-03-16,3992,['SYSTEM MANAGEMENT USING REAL TIME COLLABORATION']
646,17686363,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-03-03,2022-03-07,3992,['QUANTIFYING A RESERVOIR VOLUME AND PUMP PRESSURE LIMIT']
647,17429930,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-28,2022-03-30,OPAP,['METHOD AND APPARATUS FOR COATING A NARROW SIDE OF A PLATE-SHAPED WORKPIECE']
648,17297442,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-03,2022-03-17,,['DISPLAY DEVICE']
649,90014956,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-03-03,2022-03-16,3992,['Head impact event reporting system']
650,35513861,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-03-01,2022-03-31,,['Basket']
651,35513842,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-03-01,2022-04-01,2913,['Bag']
652,35513894,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-02-28,2022-03-31,,['Watch dial']
653,35513871,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-02-28,2022-03-31,,['Shoe']
654,35513884,Application Undergoing Preexam Processing,Design,UNDISCOUNTED,Other,2022-03-04,2022-03-31,,['Handbag']
655,35513882,Application Undergoing Preexam Processing,Design,SMALL,Other,2022-03-04,2022-03-31,,['Door and window stopper']
656,17687573,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-04,2022-03-08,3992,['KEYBOARD KEYSWITCHES HAVING ADJUSTABLE TACTILE FEEDBACK MEMBERS']
657,17601665,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-04,2022-03-15,,['PASS BOX']
658,PCT/US22/18812,,PCT,UNDISCOUNTED,Other,2022-03-04,,1737,['CALIBRATED MEASUREMENT OF OVERLAY ERROR USING SMALL TARGETS']
659,35513851,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-28,2022-03-31,2913,['Watch case']
660,17593211,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-28,2022-03-25,OPAP,['SAFETY BRAKE DEVICE AND SAFETY BRAKE METHOD']
661,17682462,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-02-28,2022-03-04,3992,['METHOD FOR INDICATING A DM-RS ANTENNA PORT IN A WIRELESS COMMUNICATION SYSTEM']
662,17265101,Sent to Classification contractor,Utility,SMALL,true,2022-03-07,2022-03-15,,['PET SNACK MACHINE']
663,35513826,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-28,2022-03-31,2913,['Watch dial']
664,17687712,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-03-07,2022-03-07,1615,['METHOD FOR STRESS MANAGEMENT AND OVERALL HEALTH STATUS IMPROVEMENT AND COMPOSITIONS USED THEREIN']
665,17639300,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-28,2022-03-21,,['METHOD FOR DRIVING A MOTOR VEHICLE']
666,17427189,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-28,2022-03-28,OPAP,['Heat-Shrinkable Tube Having Tearable Properties']
667,17688267,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-03-07,2022-03-07,2811,['SEMICONDUCTOR DEVICE']
668,17282525,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-03-07,2022-03-17,OPAP,['TRACE SUBSTANCE OPTICAL MEASURING INSTRUMENT AND MEASURING METHOD']
669,17688064,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-03-07,2022-03-16,3992,['SEMICONDUCTOR MEMORY DEVICES INCLUDING ERROR CORRECTION CIRCUITS AND METHODS OF OPERATING THE SEMICONDUCTOR MEMORY DEVICES']
670,17415718,Sent to Classification contractor,Utility,SMALL,true,2022-03-07,2022-03-10,,['METAL HALIDE PEROVSKITE LIGHT EMITTING DEVICE AND METHOD FOR MANUFACTURING SAME']
671,17434556,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-08,2022-03-21,,"['SLEEPINESS PREDICTION DEVICE, MOVING BODY, AND SLEEPINESS PREDICTION METHOD']"
672,35513864,Application Undergoing Preexam Processing,Design,SMALL,Other,2022-03-08,2022-03-31,,['Massage equipment']
673,17641337,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-03-08,2022-03-30,OPAP,"['LED LIGHTING SYSTEM, AND DIMMER, LIGHTING APPARATUS, AND DIMMING CONTROL METHOD THEREOF']"
674,35513874,Application Undergoing Preexam Processing,Design,SMALL,Other,2022-03-08,2022-03-31,,['Seat for vehicles']
675,17639053,Sent to Classification contractor,Utility,SMALL,true,2022-02-28,2022-03-21,,['DECORATIVE ASPHALTIC MEMBRANE AND ITS MANUFACTURING PROCESS']
676,17599476,Sent to Classification contractor,Utility,SMALL,true,2022-03-08,2022-03-15,,['TRACER ASSOCIATED WITH A ROAMING ENTITY AND COMMUNICATION METHOD BETWEEN A SYSTEM FOR SUPERVISING THE GEOGRAPHICAL POSITION OF THE ENTITY AND SAID TRACER']
677,17681778,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-02-27,2022-03-01,3992,['APPARATUS AND METHOD FOR RANDOM ACCESS IN CELLULAR SYSTEM']
678,35513904,Application Undergoing Preexam Processing,Design,SMALL,Other,2022-03-09,2022-03-31,,['Traffic light']
679,17690665,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-03-09,2022-03-09,2654,"['SOUND PROCESSING APPARATUS AND METHOD, AND PROGRAM']"
680,17688814,Application Undergoing Preexam Processing,Re-Issue,SMALL,Other,2022-03-07,2022-03-07,1629,['SPHINGOSINE KINASE INHIBITORS']
681,17433111,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-03-07,2022-03-23,OPAP,"['NETWORK MANAGEMENT APPARATUS, METHOD, AND PROGRAM']"
682,90014971,Reexam Assigned to Examiner for Determination,Re-Examination,SMALL,true,2022-03-09,2022-03-16,2911,['PORTABLE REFRIGERATOR']
683,17689209,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-03-08,2022-03-08,1629,['INHIBITORS OF CELLULAR METABOLIC PROCESSES']
684,17298002,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-03-10,2022-03-28,OPAP,['PREPARATION OF N^N^C^O TETRADENTATE PLATINUM (II) COMPLEX AND USES THEREOF']
685,17691378,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-10,2022-03-14,3993,['ACOUSTIC LINER WITH VARIED PROPERTIES']
686,17691928,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-03-10,2022-03-10,2834,['ELECTRIC DRIVE DEVICE AND ELECTRIC POWER STEERING DEVICE']
687,17691396,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-10,2022-03-30,3992,['MASTER-SLAVE FLIP FLOP']
688,17298161,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-10,2022-03-17,,"['Method for Treating an Abrasive Article, and Abrasive Article']"
689,35513804,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-26,2022-03-28,2913,['Watch']
690,17310869,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-10,2022-03-18,,"['MAINTENANCE METHOD FOR A LIFT SYSTEM, WHICH VERIFIES MAINTENANCE STEPS']"
691,90014973,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-03-10,2022-03-14,3992,['System for Automated Monitoring and Maintenance of Crops Including Sensors and Emitters Associated with Plants']
692,90014972,Request for Reexamination Denied,Re-Examination,SMALL,true,2022-03-09,2022-03-25,3991,"['WATER-SOLUBLE ELECTROLYZED/SOLVOLYZED CLINOPTILOLITE FRAGMENTS AND NUTRACEUTICAL, PHARMACEUTICAL, AND ENVIRONMENTAL PRODUCTS BASED THEREON']"
693,17692325,Application Undergoing Preexam Processing,Re-Issue,MICRO,Other,2022-03-11,2022-03-11,3762,['ENVIRONMENTALLY FRIENDLY PACKAGING ASSEMBLY AND A CANDLE EMBODYING THE SAME']
694,17693102,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-03-11,2022-03-15,3992,['SYSTEM AND METHOD FOR MIGRATING AGENTS BETWEEN MOBILE DEVICES']
695,17605018,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-11,2022-03-18,,['DETECTOR FOR CHROMATOGRAPH']
696,90014974,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-03-11,2022-03-16,3992,['SYSTEMS AND METHODS FOR A PLURALITY OF USERS TO INTERACT WITH AN AUGMENTED OR VIRTUAL REALITY SYSTEMS']
697,17692470,Application Undergoing Preexam Processing,Re-Issue,SMALL,Other,2022-03-11,2022-03-11,3784,['INTERACTIVE STEP-TYPE GYMNASTICS PRACTICE DEVICE']
698,17690825,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-03-09,2022-03-09,2685,"['DEVICE FOR SURGICAL INSTRUMENT, HAVING SENSORS FOR THE STORAGE OF INFORMATION']"
699,17422903,Sent to Classification contractor,Utility,SMALL,true,2022-03-14,2022-03-21,,['HEIGHT MEASURER AND WEIGHT MEASUREMENT DEVICE']
700,17417646,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-03-11,2022-03-18,OPAP,['FRICTION ENGAGEMENT DEVICE']
701,17418222,Sent to Classification contractor,Utility,SMALL,true,2022-03-14,2022-03-17,,['COMPOUND AS IRAK INHIBITOR']
702,17594568,Sent to Classification contractor,Utility,SMALL,true,2022-03-14,2022-03-17,,"['AZAZINOINDAZOLE DERIVATIVE, PREPARATION METHOD THEREFOR AND USE THEREOF']"
703,17275363,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-09,2022-03-17,,['METHOD FOR PRODUCING LITHIUM COMPOUND']
704,35513858,"Application Dispatched from Preexam, Not Yet Docketed",Design,SMALL,true,2022-02-25,2022-04-01,2913,['Bed']
705,90014964,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-02-24,2022-03-07,3993,"['CATHETER TRAY, PACKAGING SYSTEM, INSTRUCTION INSERT, AND ASSOCIATED METHODS']"
706,17431519,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-25,2022-04-01,OPAP,"['ALL-ELECTRIC DRIVE UNIT FOR A VEHICLE, IN PARTICULAR A SELF-PROPELLED WORKING MACHINE, AND METHOD FOR ITS OPERATION']"
707,35513885,Application Undergoing Preexam Processing,Design,SMALL,Other,2022-02-25,2022-03-31,,['Bottle']
708,17638507,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-25,2022-03-21,,['METHOD FOR PRODUCING CARBON FIBER AND CARBON FIBER PRODUCED USING SAME']
709,90014976,Reexam Assigned to Examiner for Determination,Re-Examination,SMALL,false,2022-03-14,2022-03-18,3993,['VIDEO GAME CONTROLLER CHARGING SYSTEM HAVING A DOCKING STRUCTURE']
710,35513857,"Application Dispatched from Preexam, Not Yet Docketed",Design,SMALL,true,2022-02-24,2022-03-31,2913,['Heel for footwear']
711,17695250,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-03-15,2022-03-17,3992,['SCROLLING METHOD OF MOBILE TERMINAL AND APPARATUS FOR PERFORMING THE SAME']
712,90014978,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-03-15,2022-03-17,3993,['AIRCRAFT INTERIOR LAVATORY']
713,17695457,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-03-15,2022-03-17,3993,['SYSTEMS AND METHODS FOR DIVERTING OBJECTS']
714,17417107,Docketed New Case - Ready for Examination,Utility,MICRO,true,2022-03-15,2022-03-17,OPAP,['Modular Brush']
715,17284959,Sent to Classification contractor,Utility,SMALL,true,2022-03-15,2022-03-17,,['AUTOMATIC SEPARATOR FOR PEEL AND PULP OF HOLBOELLIA LATIFOLIA WALL']
716,17695385,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-15,2022-03-18,3992,"['TOOLS, SYSTEMS AND METHODS FOR CONFIGURING A BUILDING MANAGEMENT SYSTEM']"
717,90014979,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-03-15,2022-03-17,3993,['AIRCRAFT INTERIOR LAVATORY']
718,17694930,Docketed New Case - Ready for Examination,Re-Issue,SMALL,false,2022-03-15,2022-03-17,3991,['SYSTEMS AND METHODS FOR SINGLE-MOLECULE DETECTION USING NANOTUBES']
719,17642954,Sent to Classification contractor,Utility,SMALL,true,2022-03-15,2022-03-23,,"['A DEVICE, A METHOD, A SYSTEM, AND A KIT OF PARTS FOR MEASURING AN AMOUNT OF DIRT']"
720,17694251,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-03-14,2022-03-16,3992,['SYSTEM AND METHOD FOR SCALING UP AN IMAGE OF AN ARTICLE DISPLAYED ON A SALES PROMOTION WEB PAGE']
721,17422105,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-11,2022-03-17,,"['METHOD AND DEVICE FOR INITIAL SIGNAL PROCESSING, AND STORAGE MEDIUM']"
722,17299564,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-03-14,2022-03-17,OPAP,['PARTICULATE CARBON MATERIALS AND METHOD FOR THE SEPARATION THEREOF']
723,17696669,Application Undergoing Preexam Processing,Re-Issue,SMALL,Other,2022-03-16,2022-03-16,2654,"['System, Method and Apparatus for Translating, Converting and/or Transforming Audio Energy into Haptic and/or Visual Representation']"
724,17693840,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-03-14,2022-03-14,2139,['MEMORY SYSTEM IN WHICH EXTENDED FUNCTION CAN EASILY BE SET']
725,17696525,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-03-16,2022-03-18,3992,['ARTIFICIALLY INTELLIGENT ORDER PROCESSING SYSTEM']
726,17753862,Application Undergoing Preexam Processing,Utility,SMALL,Other,2022-03-16,2022-03-16,,['PROVISIONING AND AUTHENTICATING DEVICE CERTIFICATES']
727,17761145,Application Undergoing Preexam Processing,Utility,UNDISCOUNTED,Other,2022-03-16,2022-03-16,,"['LEARNING APPARATUS, LEARNING METHOD AND PROGRAM']"
728,17428098,Sent to Classification contractor,Utility,SMALL,true,2022-03-14,2022-03-18,,['PLASMA JET SOLID ABLATION-BASED DIRECT ANALYSIS APPARATUS']
729,17696850,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-03-16,2022-03-21,3993,['ELECTROSURGICAL ELECTRODES AND SYSTEMS AND METHODS INCLUDING SAME']
730,17696459,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-16,2022-03-18,3992,['METHOD AND APPARATUS OF IMPROVING QUALITY OF CALLS IN MOBILE COMMUNICATION SYSTEM']
731,16334295,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-03-15,2022-03-17,2864,['DECISION-MAKING SUPPORT METHOD FOR ISSUING WARNINGS AND SELECTION OF MITIGATION ACTIONS PARAMETERIZED BY WEATHER-CLIMATE DECISION INDEX BASED ON USER PREFERENCES']
732,17761555,,Utility,UNDISCOUNTED,Other,2022-03-17,,,['CATALYST COMPOSITION FOR POLYOLEFIN POLYMERS']
733,17697699,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-03-17,2022-03-17,2668,['IMAGE DATA ENCAPSULATION']
734,17761575,,Utility,UNDISCOUNTED,Other,2022-03-17,,,['BOOM FOR AN AGRICULTURAL CROP SPRAYER AND METHOD OF MANUFACTURE']
735,17761560,,Utility,UNDISCOUNTED,Other,2022-03-17,,,['LIGHT-EMITTING DIODE FILAMENT ARRANGEMENT COMPRISING AT LEAST ONE BENDING UNIT']
736,17761589,Application Undergoing Preexam Processing,Utility,SMALL,Other,2022-03-17,2022-03-17,,['CURRENT MEASUREMENT METHOD FOR THREE-PHASE PULSE WIDTH MODULATION INVERTER USING REAL-TIME SWITCH JUNCTION TEMPERATURE ESTIMATION TECHNIQUE AND THREE-PHASE PULSE WIDTH MODULATION INVERTER SYSTEM']
737,17761558,,Utility,UNDISCOUNTED,Other,2022-03-17,,,['SYSTEM AND METHOD FOR MANAGING A BATTERY PACK']
738,90019067,Determination - Reexamination Ordered,Re-Examination,UNDISCOUNTED,false,2022-03-17,2022-04-01,3993,['OCCUPANT RESTRAINT SYSTEM']
739,90019068,Reexam Assigned to Examiner for Determination,Re-Examination,UNDISCOUNTED,false,2022-03-17,2022-03-21,3992,['SPANNING TREE PROTOCOL TRAFFIC IN A TRANSPARENT LAN']
740,17693463,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-14,2022-03-17,3992,['PROJECTION DEVICE']
741,17417510,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-03-10,2022-03-18,OPAP,['DISPERSION OF METAL FINE PARTICLES']
742,90014975,Reexam Assigned to Examiner for Determination,Re-Examination,SMALL,false,2022-03-11,2022-03-17,3993,['ANTI-RAM SYSTEM AND METHOD OF INSTALLATION']
743,17289089,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-10,2022-03-16,,"['CALCULATION DEVICE, INTERCHANGEABLE LENS, CAMERA BODY, AND IMAGING DEVICE']"
744,17697437,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-03-17,2022-03-18,3991,['METHOD OF COMPOSING AND DESIGNING A SET OF TEETH']
745,17691611,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-03-10,2022-03-14,3991,['COMPOSITIONS AND METHODS FOR TREATING RENAL DISEASE']
746,35513876,Application Undergoing Preexam Processing,Design,SMALL,Other,2022-03-10,2022-03-31,,['Couch']
747,17689150,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-03-08,2022-03-08,2811,"['SPIN CURRENT MAGNETIZATION REVERSAL ELEMENT, MAGNETORESISTANCE EFFECT ELEMENT, AND MAGNETIC MEMORY']"
748,17699114,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-03-19,2022-03-22,3991,['PYRIMIDINEDIONE COMPOUNDS']
749,PCT/US22/20989,PCT - Dispatch to TC Chapter I case,PCT,MICRO,Other,2022-03-18,2022-03-31,2877,['METHODS AND SYSTEMS FOR DETECTING AND QUANTIFYING LARGE NUMBER OF MOLECULE BIOMARKERS FROM A BODY FLUID SAMPLE']
750,17612811,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-03-18,2022-03-30,,"['ANTI-TORSION DEVICE FOR A SOLAR TRACKER WITH A ROTATION AXIS, AND SOLAR TRACKER COMPRISING SAID ANTI-TORSION DEVICE']"
751,17309900,Sent to Classification contractor,Utility,SMALL,true,2022-03-04,2022-03-17,,['TUMOR MARKER STAMP-EP5 BASED ON METHYLATED MODIFICATION']
752,17281069,Sent to Classification contractor,Utility,SMALL,true,2022-03-08,2022-03-24,,['A detection method for detecting an oxidized LDL/Beta2GPI complex and a detection kit therefor']
753,17698841,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-03-18,2022-03-18,3638,['GREETING CARD HAVING COMPRESSED OBJECT THEREIN AND METHOD OF SELECTIVELY CONTROLLING DEFORMATION THEREOF']
